data,value
13/09/2019 20:51:00,0.00
13/09/2019 20:53:00,0.00
13/09/2019 20:55:00,0.00
13/09/2019 20:57:00,0.00
13/09/2019 20:59:00,0.00
13/09/2019 21:01:00,0.00
13/09/2019 21:03:00,0.00
13/09/2019 21:05:00,0.00
13/09/2019 21:07:00,0.20
13/09/2019 21:09:00,69.60
13/09/2019 21:11:00,61.10
13/09/2019 21:13:00,61.30
13/09/2019 21:15:00,61.70
13/09/2019 21:17:00,61.40
13/09/2019 21:19:00,61.00
13/09/2019 21:21:00,60.70
13/09/2019 21:23:00,60.70
13/09/2019 21:25:00,60.10
13/09/2019 21:27:00,59.40
13/09/2019 21:29:00,59.00
13/09/2019 21:31:00,0.20
13/09/2019 21:33:00,0.00
13/09/2019 21:35:00,0.00
13/09/2019 21:37:00,0.20
13/09/2019 21:39:00,0.00
13/09/2019 21:41:00,0.20
13/09/2019 21:43:00,0.30
13/09/2019 21:45:00,0.20
13/09/2019 21:47:00,0.20
13/09/2019 21:49:00,0.30
13/09/2019 21:51:00,0.20
13/09/2019 21:53:00,71.70
13/09/2019 21:55:00,61.00
13/09/2019 21:57:00,61.00
13/09/2019 21:59:00,61.00
13/09/2019 22:01:00,61.00
